pl_name,hostname,P_catalog_days,P_bls_days,st_teff_K,st_rad_Rsun,st_mass_Msun,sy_dist_pc,sy_vmag,sy_gaiamag
Kepler-10 b,Kepler-10,0.8374907,0.837429593932715,5708.0 K,1.065 solRad,0.91 solMass,185.506 pc,11.043,10.9191
